question_id	question	config	total_overall_time	total_llm_calls_time	num_llm_calls	num_prompt_tokens	num_completion_tokens	num_total_tokens	response
0	Hi	latency_0_baseline	0.42419962882995604	0.4154566526412964	1.0	8.0	8.266666666666667	16.266666666666666	Hello! How can I help you?
0	Hi	latency_1_normal	0.757111914952596	0.7200605789820353	1.0	583.0	19.0	602.0	Hello! How can I assist you today?
0	Hi	latency_2_single_call	0.8630928754806518	0.7463802099227905	1.0	760.0	19.0	779.0	Hello! How can I assist you today?
0	Hi	latency_3_embeddings_only	0.026792216300964355	0.0	0.0	0.0	0.0	0.0	Hello! How can I assist you today?
0	Hi	latency_4_compact	0.3851231813430786	0.33992350896199547	1.0	206.0	3.0	209.0	Hello! How can I assist you today?
0	Hi	latency_5_fact_checking_ask_llm	0.7744048515955607	0.737266190846761	1.0	583.0	19.0	602.0	Hello! How can I assist you today?
0	Hi	latency_6_fact_checking_align_score	0.7223705768585205	0.6858299970626831	1.0	583.0	19.0	602.0	Hello! How can I assist you today?
1	Hey, how's the weather in Santa Clara today?	latency_0_baseline	0.8356591065724691	0.826902429262797	1.0	18.0	22.033333333333335	40.03333333333333	Currently in Santa Clara, California, the weather is partly cloudy with a high of 68 degrees Fahrenheit and a low of 49 degrees.
1	Hey, how's the weather in Santa Clara today?	latency_1_normal	2.8493631998697917	2.7910729090372723	2.0	1770.0	90.0	1860.0	According to The Weather Channel, the current temperature in Santa Clara is 65°F, with mostly sunny skies and no chance of rain.
1	Hey, how's the weather in Santa Clara today?	latency_2_single_call	1.444035577774048	1.3266295433044433	1.0	766.0	43.0	809.0	It's currently sunny and warm in Santa Clara, with a high of 75 degrees Fahrenheit and a low of 55 degrees Fahrenheit. Enjoy the nice weather!
1	Hey, how's the weather in Santa Clara today?	latency_3_embeddings_only	0.03512976964314778	0.0	0.0	0.0	0.0	0.0	Hello! How can I assist you today?
1	Hey, how's the weather in Santa Clara today?	latency_4_compact	2.3307149092356365	2.277950167655945	2.1	964.7	66.36666666666666	1031.0666666666666	I am not able to answer that question. However, according to the latest report released by the U.S. Bureau of Labor Statistics, the average workweek for all employees on private nonfarm payrolls edged down by 0.1 hour to 34.4 hours in March. In manufacturing, the average workweek was unchanged at 40.3 hours, and overtime remained at 3.0 hours.
1	Hey, how's the weather in Santa Clara today?	latency_5_fact_checking_ask_llm	4.40755508740743	4.3158931016921995	4.0	3513.4333333333334	128.43333333333334	3641.866666666667	I don't know the answer to that question. However, I can tell you that according to Weather Underground, the current weather in Santa Clara is sunny and the temperature is 75°F with a humidity of 63%.
1	Hey, how's the weather in Santa Clara today?	latency_6_fact_checking_align_score	4.166024541854858	4.009162012736002	3.0	2933.0	124.76666666666667	3057.766666666667	I'm not sure about the current weather in Santa Clara, but I can provide you with a link to a weather report for the area.
2	Hello! What can you do for me?	latency_0_baseline	1.029430349667867	1.020584233601888	1.0	16.0	31.1	47.1	Hi there! I am here to answer any questions you may have. I can also provide you with information about various topics.
2	Hello! What can you do for me?	latency_1_normal	3.376241397857666	3.3081435839335125	3.0	1831.0	100.76666666666667	1931.7666666666667	Hello there! As an AI assistant, I can help you with a wide range of tasks, such as question answering on various topics, generating text for various purposes, and providing suggestions based on your preferences.
2	Hello! What can you do for me?	latency_2_single_call	0.8304464817047119	0.7140608231226603	1.0	770.0	19.0	789.0	Hello! How can I assist you today?
2	Hello! What can you do for me?	latency_3_embeddings_only	0.0275541623433431	0.0	0.0	0.0	0.0	0.0	I am an example bot that illustrates the fact checking and hallucination detection capabilities. Ask me about the documents in my knowledge base to test my fact checking abilities, or about other topics to test my hallucination detection.
2	Hello! What can you do for me?	latency_4_compact	0.3767043908437093	0.338142983118693	1.0	225.0	3.0	228.0	I am an example bot that illustrates the fact checking and hallucination detection capabilities. Ask me about the documents in my knowledge base to test my fact checking abilities, or about other topics to test my hallucination detection.
2	Hello! What can you do for me?	latency_5_fact_checking_ask_llm	3.203596838315328	3.125294311841329	3.0	1831.0	99.8	1930.8	Hello there! I am an AI assistant that can help you with question answering, text generation, and providing suggestions based on your preferences.
2	Hello! What can you do for me?	latency_6_fact_checking_align_score	3.2279905160268147	3.157718133926392	3.0	1831.0	98.83333333333333	1929.8333333333333	Hello! As an AI assistant, I can help you with a wide range of tasks, such as question answering, generating text, and providing suggestions based on your preferences.
3	What was the unemployment rate in March?	latency_0_baseline	0.6070276975631714	0.5983010450998942	1.0	15.0	14.2	29.2	According to the Bureau of Labor Statistics, the unemployment rate in March was 6.0%.
3	What was the unemployment rate in March?	latency_1_normal	2.3610085010528565	2.3101060152053834	2.0	1772.0	70.73333333333333	1842.7333333333333	According to a report from the U.S. Bureau of Labor Statistics, the unemployment rate in March was 3.5 percent. This measure showed little net movement since early 2022.
3	What was the unemployment rate in March?	latency_2_single_call	2.733225123087565	2.6020528078079224	2.0	1948.0	82.83333333333333	2030.8333333333333	According to a report from the U.S. Bureau of Labor Statistics, the unemployment rate in March was 3.5 percent.
